Tempo,135
48,36,1694,200
79,51,1699,415
77,56,2123,408
53,44,2134,54
79,50,2547,468
46,39,2553,442
77,48,2992,390
58,41,3404,48
74,51,3418,420
72,42,3842,440
40,33,3867,81
48,37,4255,1290
69,51,4273,1687
53,39,4740,291
57,44,5191,315
53,38,5635,114
72,52,6074,70
48,30,6084,96
41,44,6553,410
81,52,6571,397
48,32,6986,441
79,52,7007,440
77,46,7429,93
53,33,7441,77
48,33,7872,510
77,51,7877,438
76,51,8304,452
55,27,8317,450
58,35,8741,421
77,47,8743,460
60,39,9188,635
79,44,9193,1939
58,32,10129,485
55,39,10582,521
72,47,11458,195
41,39,11900,345
81,58,11911,417
48,33,12300,207
79,51,12335,430
53,38,12749,86
77,41,12770,426
46,41,13200,460
79,49,13201,452
53,35,13622,211
77,55,13628,409
74,39,14061,443
58,36,14066,59
41,38,14502,458
72,37,14508,440
48,32,14946,1331
69,44,14958,1813
53,35,15410,272
57,49,15910,346
53,39,16334,80
48,36,16730,76
72,42,16759,504
36,47,17229,398
74,50,17235,426
43,37,17622,353
79,36,17657,453
48,36,18081,74
77,55,18092,436
43,41,18534,271
76,47,18548,448
46,39,18980,82
74,56,18988,432
48,36,19408,96
76,51,19429,465
41,48,19875,424
77,51,19885,1782
48,33,20343,1265
53,35,20780,484
57,37,21266,369
